brand,group_uid,final_status,detail,line_no
Maxus National,0ddd25fd-7716-4c64-9dee-5847f683cb42,Success,"[{'uid': 'a8fd6151-42e3-4a19-9fd4-35432ccb0c95', 'group_uid': '0ddd25fd-7716-4c64-9dee-5847f683cb42', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'dd5cb2d5-9fc1-4e23-aa20-399372a98c4a'}, {'uid': '9d92ef17-e713-4513-9164-2666a8504bb2', 'group_uid': '0ddd25fd-7716-4c64-9dee-5847f683cb42', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'dd5cb2d5-9fc1-4e23-aa20-399372a98c4a'}, {'uid': 'd3e7d1c9-a6da-4857-a4b1-926baedf008d', 'group_uid': '0ddd25fd-7716-4c64-9dee-5847f683cb42', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'dd5cb2d5-9fc1-4e23-aa20-399372a98c4a'}]",818
Max Bupa Health Insurance Company,4b21055c-cb31-4461-9310-ed008d912256,Success,"[{'uid': 'eaa97181-c753-4052-9427-a2018f5e9670', 'group_uid': '4b21055c-cb31-4461-9310-ed008d912256', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'cf7ecf80-00e8-4ca8-9e75-0fc02e92f9db'}, {'uid': '7936cc5c-88f4-481c-b5b5-69773e00a51f', 'group_uid': '4b21055c-cb31-4461-9310-ed008d912256', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'cf7ecf80-00e8-4ca8-9e75-0fc02e92f9db'}, {'uid': '08d9fee7-0d42-41cc-bafb-01812932f20f', 'group_uid': '4b21055c-cb31-4461-9310-ed008d912256', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'cf7ecf80-00e8-4ca8-9e75-0fc02e92f9db'}]",822
Merck,00f6cee2-4035-45cc-a358-4fc13475c29b,Success,"[{'uid': 'a90144f6-bc0d-477f-9958-d76d0083fd12', 'group_uid': '00f6cee2-4035-45cc-a358-4fc13475c29b', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'f6261e98-b545-4830-9bd4-bbe66223d213'}, {'uid': 'f2a0f47b-3870-45d0-8beb-3cba1ee80208', 'group_uid': '00f6cee2-4035-45cc-a358-4fc13475c29b', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'f6261e98-b545-4830-9bd4-bbe66223d213'}, {'uid': 'fe0b3e24-19d6-4e6c-b616-1ccbdf2cb3d1', 'group_uid': '00f6cee2-4035-45cc-a358-4fc13475c29b', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'f6261e98-b545-4830-9bd4-bbe66223d213'}]",826
Marico,ebf0072f-304c-4da6-bd83-2dd6f2757656,Success,"[{'uid': '1d9cd51e-e98c-4e7c-990d-03e1bfd38fc8', 'group_uid': 'ebf0072f-304c-4da6-bd83-2dd6f2757656', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '2a342476-e1d7-42f0-a06a-492da0d6c387'}, {'uid': '3cd57d75-ccc6-46ec-b2a6-c71df1796ef2', 'group_uid': 'ebf0072f-304c-4da6-bd83-2dd6f2757656', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '2a342476-e1d7-42f0-a06a-492da0d6c387'}, {'uid': '1ccebb0f-8913-4e26-ac76-8eebbe3ff38b', 'group_uid': 'ebf0072f-304c-4da6-bd83-2dd6f2757656', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '2a342476-e1d7-42f0-a06a-492da0d6c387'}]",830
Meragi Events E-Commerce,373025ce-e1a1-4ef6-9128-d0646b10b9fb,Success,"[{'uid': 'a11a15e4-a2ae-48ec-bada-f2e93e0ad042', 'group_uid': '373025ce-e1a1-4ef6-9128-d0646b10b9fb', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '5059f65e-97f6-405a-b1a1-3ec4e846a8f0'}, {'uid': 'a611d3f2-2067-4127-ae13-3753865b6597', 'group_uid': '373025ce-e1a1-4ef6-9128-d0646b10b9fb', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '5059f65e-97f6-405a-b1a1-3ec4e846a8f0'}, {'uid': '3e187c3e-056d-43c3-b54e-3db74b659247', 'group_uid': '373025ce-e1a1-4ef6-9128-d0646b10b9fb', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '5059f65e-97f6-405a-b1a1-3ec4e846a8f0'}]",834
Merino Industries,29264550-c2a1-4e56-954f-f0be83a5d233,Success,"[{'uid': '3d038cd6-fc4f-4ee9-916d-b74114ac4862', 'group_uid': '29264550-c2a1-4e56-954f-f0be83a5d233', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '9870ba4e-42e0-4cdd-99bf-75c72a40b6ec'}, {'uid': '16b748c5-39dc-47c0-ae37-1d36f8d02eff', 'group_uid': '29264550-c2a1-4e56-954f-f0be83a5d233', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '9870ba4e-42e0-4cdd-99bf-75c72a40b6ec'}, {'uid': '6ce40e00-06a3-4bc0-aa63-194a4cfaeaf6', 'group_uid': '29264550-c2a1-4e56-954f-f0be83a5d233', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '9870ba4e-42e0-4cdd-99bf-75c72a40b6ec'}]",841
Mjunction,367d860f-7a69-4234-b549-b4f83cddf1fe,Success,"[{'uid': '4915ed6a-4bf3-4904-8280-ce11cfeef06e', 'group_uid': '367d860f-7a69-4234-b549-b4f83cddf1fe', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '8f93543f-fd8a-4491-9cb2-0240407f1079'}, {'uid': '4fae6905-ed7a-4ec7-8366-8c5c0490cf25', 'group_uid': '367d860f-7a69-4234-b549-b4f83cddf1fe', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '8f93543f-fd8a-4491-9cb2-0240407f1079'}, {'uid': '516a5358-7c02-4a4c-a723-796d354edda0', 'group_uid': '367d860f-7a69-4234-b549-b4f83cddf1fe', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '8f93543f-fd8a-4491-9cb2-0240407f1079'}]",845
Mobile Creches For Working Mother'S Children,6a6d22f7-ca7f-4c0b-8a74-a9ef040804da,Success,"[{'uid': 'fdd87688-be55-4efd-9b4d-60e3029fa101', 'group_uid': '6a6d22f7-ca7f-4c0b-8a74-a9ef040804da', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '7dc55bf2-fceb-4078-b1bd-7f460a984f67'}, {'uid': '67651243-e4bf-4e56-b2b6-8a70faa52006', 'group_uid': '6a6d22f7-ca7f-4c0b-8a74-a9ef040804da', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '7dc55bf2-fceb-4078-b1bd-7f460a984f67'}, {'uid': '69a02552-5150-4d3b-a565-cf4d1f90f492', 'group_uid': '6a6d22f7-ca7f-4c0b-8a74-a9ef040804da', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '7dc55bf2-fceb-4078-b1bd-7f460a984f67'}]",849
Moneylicious Securities,1cf78f3e-32ed-4df6-941b-b9342f75daed,Success,"[{'uid': '20d2934f-df25-4079-b48b-2fd16ef14ad0', 'group_uid': '1cf78f3e-32ed-4df6-941b-b9342f75daed', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '02efcb61-ceed-4a84-8473-7e7b9ebdf9e0'}, {'uid': 'e57f7047-15d3-4784-a22c-1de2a717cde4', 'group_uid': '1cf78f3e-32ed-4df6-941b-b9342f75daed', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '02efcb61-ceed-4a84-8473-7e7b9ebdf9e0'}, {'uid': '4d62bc4e-8c62-4f40-a7d3-c1fc1bff335d', 'group_uid': '1cf78f3e-32ed-4df6-941b-b9342f75daed', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '02efcb61-ceed-4a84-8473-7e7b9ebdf9e0'}]",858
Modicare,7557aaad-2942-495d-9fc9-c51d0f34fbe2,Success,"[{'uid': 'cf13f787-052d-4438-ac83-1105079cfb1f', 'group_uid': '7557aaad-2942-495d-9fc9-c51d0f34fbe2', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6a852030-55b5-40f2-86ad-5db737d71a7f'}, {'uid': '0aadbdf1-44ef-40bb-a632-c6ec50116dab', 'group_uid': '7557aaad-2942-495d-9fc9-c51d0f34fbe2', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6a852030-55b5-40f2-86ad-5db737d71a7f'}, {'uid': '451700bb-ecb0-42c1-9ad5-36de616ef677', 'group_uid': '7557aaad-2942-495d-9fc9-c51d0f34fbe2', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6a852030-55b5-40f2-86ad-5db737d71a7f'}]",862
Modi Illva,991b77b1-258e-4ddb-9987-f8d7eb6533f2,Success,"[{'uid': '52b62c0b-bf41-4d71-8975-7de86688963d', 'group_uid': '991b77b1-258e-4ddb-9987-f8d7eb6533f2', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'da92a2ec-829a-42da-8f4f-8d29648e469b'}, {'uid': '9643999d-b455-40a7-905a-3705c2721200', 'group_uid': '991b77b1-258e-4ddb-9987-f8d7eb6533f2', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'da92a2ec-829a-42da-8f4f-8d29648e469b'}, {'uid': '294e9353-54ad-40c1-951e-5b86f8f7d3c1', 'group_uid': '991b77b1-258e-4ddb-9987-f8d7eb6533f2', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'da92a2ec-829a-42da-8f4f-8d29648e469b'}]",867
Monte Carlo Fashions,480a0a4b-9bf9-4d0d-b77e-c4981085924b,Success,"[{'uid': '4b97d337-b3fd-4550-9c90-17c37193b178', 'group_uid': '480a0a4b-9bf9-4d0d-b77e-c4981085924b', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '3605a063-f5bd-40ba-8591-9ba51ee0d6a5'}, {'uid': '8b716f17-1c99-400a-876f-ec96f74e8ea7', 'group_uid': '480a0a4b-9bf9-4d0d-b77e-c4981085924b', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '3605a063-f5bd-40ba-8591-9ba51ee0d6a5'}, {'uid': '95673e9f-28e6-43d2-a7e1-f18083dcff06', 'group_uid': '480a0a4b-9bf9-4d0d-b77e-c4981085924b', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '3605a063-f5bd-40ba-8591-9ba51ee0d6a5'}]",871
Monginis Foods,8014252b-1c43-4ea2-8029-567dcf3caf09,Success,"[{'uid': '9047a526-0f5e-4f4d-8308-48457b3c7b06', 'group_uid': '8014252b-1c43-4ea2-8029-567dcf3caf09', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd55d8363-bd5a-4a24-883c-3a5521db6e64'}, {'uid': 'ab65f256-fd06-4b1d-b031-fb0fe080a5c3', 'group_uid': '8014252b-1c43-4ea2-8029-567dcf3caf09', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd55d8363-bd5a-4a24-883c-3a5521db6e64'}, {'uid': 'fc4fe18b-d970-4af9-8303-7774b40ec379', 'group_uid': '8014252b-1c43-4ea2-8029-567dcf3caf09', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd55d8363-bd5a-4a24-883c-3a5521db6e64'}]",875
Motivator National,1ddfce98-0a3c-4852-9ddb-d949e8b6cbbb,Success,"[{'uid': '40f40d3d-6c69-4210-aa90-1a2761c64b89', 'group_uid': '1ddfce98-0a3c-4852-9ddb-d949e8b6cbbb', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'b5abba1e-cad2-40b9-9cf3-ae57ee3d7dce'}, {'uid': '0b0c98fa-aff6-4f1b-b296-6a1de5317cde', 'group_uid': '1ddfce98-0a3c-4852-9ddb-d949e8b6cbbb', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'b5abba1e-cad2-40b9-9cf3-ae57ee3d7dce'}, {'uid': '32aaf1ab-3d63-4e74-9f72-328b3c593742', 'group_uid': '1ddfce98-0a3c-4852-9ddb-d949e8b6cbbb', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'b5abba1e-cad2-40b9-9cf3-ae57ee3d7dce'}]",879
Motor World,aa52075c-ba4a-4430-b777-b580dc8da1f5,Success,"[{'uid': 'd1c22979-1ade-4ee3-8738-2024b46f21f7', 'group_uid': 'aa52075c-ba4a-4430-b777-b580dc8da1f5', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'e16bbb6c-72db-4236-bf19-f641359bff2d'}, {'uid': '1acee2e6-bcc2-4c0a-9d29-87a52fc4bb67', 'group_uid': 'aa52075c-ba4a-4430-b777-b580dc8da1f5', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'e16bbb6c-72db-4236-bf19-f641359bff2d'}, {'uid': '3d2807d1-9df8-471a-9b7c-35ff7d51f62a', 'group_uid': 'aa52075c-ba4a-4430-b777-b580dc8da1f5', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'e16bbb6c-72db-4236-bf19-f641359bff2d'}]",886
More Retail,a13eaf77-bf8a-4222-a128-c024ac9a5e43,Success,"[{'uid': '767afb04-914a-439c-9e42-878a707de9ea', 'group_uid': 'a13eaf77-bf8a-4222-a128-c024ac9a5e43', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '86eb2164-b8c9-4d38-a9b0-061ff687a2b7'}, {'uid': 'c1e5689b-40c6-4507-b0cb-05b3ae0e2b24', 'group_uid': 'a13eaf77-bf8a-4222-a128-c024ac9a5e43', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '86eb2164-b8c9-4d38-a9b0-061ff687a2b7'}, {'uid': '867eaea1-2fed-43e6-b6eb-427132003b0e', 'group_uid': 'a13eaf77-bf8a-4222-a128-c024ac9a5e43', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '86eb2164-b8c9-4d38-a9b0-061ff687a2b7'}]",890
Ms Neo National,aa4d3ed8-1933-413b-b845-0780b3f054cb,Success,"[{'uid': 'b3ee0f49-94d9-4bc2-ba1b-ecd53a2ea072', 'group_uid': 'aa4d3ed8-1933-413b-b845-0780b3f054cb', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '3b44c399-2496-40c7-8a3a-d13d9aa4fe18'}, {'uid': '69417845-f8b5-4509-8bb7-ef3c8ad48c3b', 'group_uid': 'aa4d3ed8-1933-413b-b845-0780b3f054cb', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '3b44c399-2496-40c7-8a3a-d13d9aa4fe18'}, {'uid': 'ad8f3cfa-7941-460d-9c2a-f3f5bc6f9f36', 'group_uid': 'aa4d3ed8-1933-413b-b845-0780b3f054cb', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '3b44c399-2496-40c7-8a3a-d13d9aa4fe18'}]",894
Msix National,835a252e-b20d-4f83-bf29-cc8a8f8adc29,Success,"[{'uid': '08196d97-c095-4705-9135-7172b6407761', 'group_uid': '835a252e-b20d-4f83-bf29-cc8a8f8adc29', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'c55e92be-8951-4061-b1cb-bdc6bedc306b'}, {'uid': 'b4ff5f01-466e-4310-bc28-6c8375d1d0c0', 'group_uid': '835a252e-b20d-4f83-bf29-cc8a8f8adc29', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'c55e92be-8951-4061-b1cb-bdc6bedc306b'}, {'uid': 'ec93441f-1676-4e0b-8733-cd3697a2ad7d', 'group_uid': '835a252e-b20d-4f83-bf29-cc8a8f8adc29', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'c55e92be-8951-4061-b1cb-bdc6bedc306b'}]",901
Multipl Fintech Solutions,e17529bf-a493-47ef-9bd9-4685c902fc0c,Success,"[{'uid': 'b5461ecc-0c8c-409b-9113-ce304d5e038e', 'group_uid': 'e17529bf-a493-47ef-9bd9-4685c902fc0c', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '4583c435-0688-4778-8616-d28ffdce61b7'}, {'uid': 'd8b2ee3d-ea83-4c2b-917f-b5c675317eec', 'group_uid': 'e17529bf-a493-47ef-9bd9-4685c902fc0c', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '4583c435-0688-4778-8616-d28ffdce61b7'}, {'uid': '427635fc-1cf1-4065-a881-fa1bcc1e3688', 'group_uid': 'e17529bf-a493-47ef-9bd9-4685c902fc0c', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '4583c435-0688-4778-8616-d28ffdce61b7'}]",907
Mukundhaa Network,70197869-6f72-44af-9fc6-31602d315ea4,Success,"[{'uid': '2ab29044-a838-41b2-8d27-e5c253c0f9ea', 'group_uid': '70197869-6f72-44af-9fc6-31602d315ea4', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'f34512c1-d66c-485b-87a3-defd0cb7cff6'}, {'uid': 'ea57637f-59b4-4e7a-9cb8-b95bac675fbd', 'group_uid': '70197869-6f72-44af-9fc6-31602d315ea4', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'f34512c1-d66c-485b-87a3-defd0cb7cff6'}, {'uid': '05a2c847-f572-43c6-a165-8d6550a7a001', 'group_uid': '70197869-6f72-44af-9fc6-31602d315ea4', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'f34512c1-d66c-485b-87a3-defd0cb7cff6'}]",911
Murugappa,ec4ddf15-10d6-47df-b544-63dea27afd51,Success,"[{'uid': '6fb6e43e-4727-4598-be0c-a1c4f7692d6b', 'group_uid': 'ec4ddf15-10d6-47df-b544-63dea27afd51', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '82abb6b8-0e22-4db8-a9ca-8ee48611ade3'}, {'uid': 'bd43a52a-fa68-4d81-a3e2-0dfc0b59bb35', 'group_uid': 'ec4ddf15-10d6-47df-b544-63dea27afd51', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '82abb6b8-0e22-4db8-a9ca-8ee48611ade3'}, {'uid': '9b651551-b36b-4807-bcca-984a461044f3', 'group_uid': 'ec4ddf15-10d6-47df-b544-63dea27afd51', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '82abb6b8-0e22-4db8-a9ca-8ee48611ade3'}]",916
Narayana Health Insurance,e583536b-a139-4e07-b5c7-a58d59998a5f,Success,"[{'uid': '241a6803-7376-4a3d-8984-8ef77422fdbb', 'group_uid': 'e583536b-a139-4e07-b5c7-a58d59998a5f', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '766f289e-4076-4a5b-a6b8-c3750b81dbbc'}, {'uid': '89b0737a-18d8-48e1-9f20-8151545f7378', 'group_uid': 'e583536b-a139-4e07-b5c7-a58d59998a5f', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '766f289e-4076-4a5b-a6b8-c3750b81dbbc'}, {'uid': 'b93083a5-0e1d-4cff-8987-141d7ab2cc5f', 'group_uid': 'e583536b-a139-4e07-b5c7-a58d59998a5f', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '766f289e-4076-4a5b-a6b8-c3750b81dbbc'}]",920
Naaptol Online Shopping,027a82df-605f-4979-9cb3-424a816c3951,Success,"[{'uid': '4ccbb7bd-9e67-492b-8acf-0302f8cbd094', 'group_uid': '027a82df-605f-4979-9cb3-424a816c3951', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '927d4cd5-bea3-4ad1-bff9-0277954cbe0c'}, {'uid': '5a7d5c75-b706-4409-aac1-f35dce253c01', 'group_uid': '027a82df-605f-4979-9cb3-424a816c3951', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '927d4cd5-bea3-4ad1-bff9-0277954cbe0c'}, {'uid': 'df78d40a-68ea-4f7a-932d-334b6a43ded5', 'group_uid': '027a82df-605f-4979-9cb3-424a816c3951', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '927d4cd5-bea3-4ad1-bff9-0277954cbe0c'}]",924
NAGA,aecb1188-1095-45a4-9806-7d05c741de85,Success,"[{'uid': '42383b58-79ce-4843-808f-3dcd7c9dbdd0', 'group_uid': 'aecb1188-1095-45a4-9806-7d05c741de85', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'ef177de0-71ae-45e1-9732-60c504651bf0'}, {'uid': 'c2f0e4cd-35d8-40eb-840c-1de09000e169', 'group_uid': 'aecb1188-1095-45a4-9806-7d05c741de85', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'ef177de0-71ae-45e1-9732-60c504651bf0'}, {'uid': '7b7e73d5-4c5b-4985-b1fe-f07cdaac3f5a', 'group_uid': 'aecb1188-1095-45a4-9806-7d05c741de85', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'ef177de0-71ae-45e1-9732-60c504651bf0'}]",933
Natures Basket,29f1b1bd-8ef3-431c-a108-5d99c897c493,Success,"[{'uid': '65c71520-5e9e-4b26-b753-ebee3e2f34c9', 'group_uid': '29f1b1bd-8ef3-431c-a108-5d99c897c493', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd11bd6ce-cef4-476d-a0b8-2d30f138c998'}, {'uid': 'd1f3ecc4-5794-41d3-9cc0-be2ec2aa4997', 'group_uid': '29f1b1bd-8ef3-431c-a108-5d99c897c493', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd11bd6ce-cef4-476d-a0b8-2d30f138c998'}, {'uid': '0f35a414-6fa6-471b-8940-558d3e39a249', 'group_uid': '29f1b1bd-8ef3-431c-a108-5d99c897c493', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd11bd6ce-cef4-476d-a0b8-2d30f138c998'}]",937
Natekar Sports And Gaming,003786dd-a43b-45d5-9408-7127b2eef6c1,Success,"[{'uid': '346b85ec-2adb-4ecb-b378-d19841aa8b07', 'group_uid': '003786dd-a43b-45d5-9408-7127b2eef6c1', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '0355c19c-7b34-4b91-8f0e-cc7cbf577fc2'}, {'uid': '1c89aac6-8e4a-432b-83b6-35c1b6e3679b', 'group_uid': '003786dd-a43b-45d5-9408-7127b2eef6c1', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '0355c19c-7b34-4b91-8f0e-cc7cbf577fc2'}, {'uid': 'b877452f-f6e6-44fc-96da-0b84a40cab49', 'group_uid': '003786dd-a43b-45d5-9408-7127b2eef6c1', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '0355c19c-7b34-4b91-8f0e-cc7cbf577fc2'}]",942
Zydus Wellness,2f77cbba-c368-4597-ae98-e3972b462eb3,Success,"[{'uid': '9f9cfa0e-aabb-4d4d-8e8f-f55a6ee08632', 'group_uid': '2f77cbba-c368-4597-ae98-e3972b462eb3', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '09ae54e1-7ff3-4cc5-b2aa-994005b03932'}, {'uid': 'fc13fe43-1306-4da1-9fa9-87ff05d0e69f', 'group_uid': '2f77cbba-c368-4597-ae98-e3972b462eb3', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '09ae54e1-7ff3-4cc5-b2aa-994005b03932'}, {'uid': '660a3be9-8b0f-4393-a6df-5366e2371c97', 'group_uid': '2f77cbba-c368-4597-ae98-e3972b462eb3', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '09ae54e1-7ff3-4cc5-b2aa-994005b03932'}]",946
Nehru Sidhant Kender Trust,72863ad1-20f1-4933-a4b7-ecedb56d353c,Success,"[{'uid': '6a1696ff-04d8-4409-8185-186ec5ce068b', 'group_uid': '72863ad1-20f1-4933-a4b7-ecedb56d353c', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'bf4d2f5d-36f2-4ef4-8eef-bd73a825963e'}, {'uid': '6d5012a9-a0f2-41af-ad99-792b6d94a4aa', 'group_uid': '72863ad1-20f1-4933-a4b7-ecedb56d353c', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'bf4d2f5d-36f2-4ef4-8eef-bd73a825963e'}, {'uid': 'e239cdff-1c91-485b-9fcd-a41239b7c5c0', 'group_uid': '72863ad1-20f1-4933-a4b7-ecedb56d353c', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'bf4d2f5d-36f2-4ef4-8eef-bd73a825963e'}]",949
Neo France,ea14ea4a-b986-448e-9271-d87fdd5beb61,Success,"[{'uid': '6454d515-de02-4fbc-9ccf-80ad58008d46', 'group_uid': 'ea14ea4a-b986-448e-9271-d87fdd5beb61', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'ded517ef-eebe-43b2-b201-bcb9c6dfecc6'}, {'uid': 'ee2b4b96-fadb-429e-a09a-d188ff9d2243', 'group_uid': 'ea14ea4a-b986-448e-9271-d87fdd5beb61', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'ded517ef-eebe-43b2-b201-bcb9c6dfecc6'}, {'uid': '87e78b37-3b18-4af8-a4de-fcfd67842db9', 'group_uid': 'ea14ea4a-b986-448e-9271-d87fdd5beb61', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'ded517ef-eebe-43b2-b201-bcb9c6dfecc6'}]",957
